station,city,state,country,data_source,longitude,latitude,data_type,ts,aqius,aqicn,pm25,pm10,tp,tp_min,hu,pr,ws,wd,pop,ic,hour,date,weekday,comment
,Sialkot,Punjab,Pakistan,city,74.546548,32.519668,current,2024-10-31 07:00:00+00:00,179.0,125.0,95.0,,26,,47,1012,2.06,310,0,50d,7,2024-10-31,Thursday,"The air in Sialkot is currently unhealthy, but fortunately it's expected to improve to moderate levels by tomorrow."
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-31 06:00:00+00:00,165.0,100.0,75.0,,33,,36,1013,2.57,120,0,50d,6,2024-10-31,Thursday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-31 05:00:00+00:00,170.0,109.0,82.0,,32,,40,1014,1.54,150,0,50d,5,2024-10-31,Thursday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-31 04:00:00+00:00,172.0,113.0,85.0,,29,,62,1015,0.0,0,0,50d,4,2024-10-31,Thursday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-31 03:00:00+00:00,172.0,114.0,86.0,,25,,89,1014,0.0,0,0,50d,3,2024-10-31,Thursday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-31 02:00:00+00:00,154.0,81.0,60.0,,24,,94,1014,0.0,0,0,50d,2,2024-10-31,Thursday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-31 01:00:00+00:00,110.0,55.0,39.0,,23,,88,1013,2.06,60,0,50d,1,2024-10-31,Thursday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-31 00:00:00+00:00,96.0,47.0,33.0,,25,,89,1012,0.0,0,0,50n,0,2024-10-31,Thursday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-30 23:00:00+00:00,117.0,59.0,42.0,,25,,89,1012,2.06,310,0,50n,23,2024-10-30,Wednesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-30 22:00:00+00:00,97.0,49.0,34.0,,25,,89,1011,0.0,0,0,50n,22,2024-10-30,Wednesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-30 21:00:00+00:00,85.0,39.0,27.5,,25,,89,1011,0.0,0,0,50n,21,2024-10-30,Wednesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-30 20:00:00+00:00,81.0,36.0,25.0,,25,,83,1011,0.0,0,0,50n,20,2024-10-30,Wednesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-30 19:00:00+00:00,107.0,54.0,38.0,,25,,83,1011,2.06,280,0,50n,19,2024-10-30,Wednesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-30 18:00:00+00:00,111.0,56.0,39.5,,25,,83,1012,0.0,0,0,50n,18,2024-10-30,Wednesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-30 17:00:00+00:00,95.0,46.0,32.5,,25,,89,1012,2.06,290,0,50n,17,2024-10-30,Wednesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-30 16:00:00+00:00,87.0,41.0,28.5,,26,,83,1012,2.06,260,0,50n,16,2024-10-30,Wednesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-30 15:00:00+00:00,115.0,58.0,41.0,,27,,78,1012,2.57,240,0,50n,15,2024-10-30,Wednesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-30 14:00:00+00:00,96.0,47.0,33.0,,27,,78,1011,3.09,240,0,50n,14,2024-10-30,Wednesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-30 13:00:00+00:00,119.0,60.0,43.0,,28,,70,1011,3.6,230,0,50n,13,2024-10-30,Wednesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-30 12:00:00+00:00,102.0,51.0,36.0,,29,,66,1010,3.6,230,0,50n,12,2024-10-30,Wednesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-30 11:00:00+00:00,95.0,46.0,32.5,,31,,51,1010,5.66,220,0,50d,11,2024-10-30,Wednesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-30 10:00:00+00:00,91.0,44.0,30.5,,32,,49,1009,6.17,240,0,50d,10,2024-10-30,Wednesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-30 09:00:00+00:00,101.0,51.0,35.5,,33,,43,1009,7.72,230,0,50d,9,2024-10-30,Wednesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-30 08:00:00+00:00,92.0,44.0,31.0,,33,,46,1009,4.12,230,0,50d,8,2024-10-30,Wednesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-30 07:00:00+00:00,96.0,48.0,33.5,,33,,49,1010,4.12,240,0,50d,7,2024-10-30,Wednesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-30 06:00:00+00:00,96.0,47.0,33.0,,32,,52,1011,3.09,240,0,50d,6,2024-10-30,Wednesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-30 05:00:00+00:00,112.0,56.0,40.0,,31,,55,1011,3.09,230,0,50d,5,2024-10-30,Wednesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-30 04:00:00+00:00,97.0,49.0,34.0,,30,,62,1011,3.09,270,0,50d,4,2024-10-30,Wednesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-30 03:00:00+00:00,103.0,52.0,36.5,,28,,84,1011,3.09,270,0,50d,3,2024-10-30,Wednesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-30 02:00:00+00:00,111.0,56.0,39.5,,26,,89,1011,1.54,0,0,50d,2,2024-10-30,Wednesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-30 01:00:00+00:00,90.0,43.0,30.0,,24,,94,1010,1.54,0,0,50d,1,2024-10-30,Wednesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-30 00:00:00+00:00,88.0,41.0,29.0,,24,,94,1009,2.06,250,0,50n,0,2024-10-30,Wednesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-29 23:00:00+00:00,90.0,43.0,30.0,,25,,89,1008,2.06,270,0,50n,23,2024-10-29,Tuesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-29 22:00:00+00:00,87.0,41.0,28.5,,25,,89,1008,1.54,250,0,50n,22,2024-10-29,Tuesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-29 21:00:00+00:00,86.0,40.0,28.0,,25,,89,1008,2.06,280,0,50n,21,2024-10-29,Tuesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-29 20:00:00+00:00,96.0,48.0,33.5,,26,,89,1008,1.54,280,0,50n,20,2024-10-29,Tuesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-29 19:00:00+00:00,101.0,51.0,35.5,,25,,89,1009,2.06,290,0,50n,19,2024-10-29,Tuesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-29 18:00:00+00:00,126.0,63.0,45.5,,26,,83,1009,2.06,290,0,50n,18,2024-10-29,Tuesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-29 17:00:00+00:00,99.0,50.0,35.0,,26,,83,1009,2.06,270,0,50n,17,2024-10-29,Tuesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-29 16:00:00+00:00,121.0,61.0,43.5,,27,,83,1009,2.06,250,0,50n,16,2024-10-29,Tuesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-29 15:00:00+00:00,96.0,47.0,33.0,,26,,83,1009,2.06,260,0,50n,15,2024-10-29,Tuesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-29 14:00:00+00:00,112.0,56.0,40.0,,27,,78,1009,2.57,220,0,50n,14,2024-10-29,Tuesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-29 13:00:00+00:00,119.0,60.0,43.0,,28,,74,1008,3.6,230,0,50n,13,2024-10-29,Tuesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-29 12:00:00+00:00,121.0,61.0,43.5,,29,,66,1007,2.57,220,0,50n,12,2024-10-29,Tuesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-29 11:00:00+00:00,112.0,56.0,40.0,,31,,55,1007,4.12,230,0,50d,11,2024-10-29,Tuesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-29 10:00:00+00:00,107.0,54.0,38.0,,32,,49,1007,5.14,220,0,50d,10,2024-10-29,Tuesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-29 09:00:00+00:00,103.0,52.0,36.5,,33,,49,1007,4.12,190,0,50d,9,2024-10-29,Tuesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,history,2024-10-29 08:00:00+00:00,106.0,53.0,37.5,,33,,49,1008,6.17,210,0,50d,8,2024-10-29,Tuesday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-10-31 07:00:00+00:00,165.0,100.0,,,33,,36,1013,2.57,120,0,50d,7,2024-10-31,Thursday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-10-31 08:00:00+00:00,163.0,98.0,52.39,174.14,33,30.0,40,1013,4.0,245,0,01d,8,2024-10-31,Thursday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-10-31 09:00:00+00:00,161.0,95.0,52.39,174.14,32,30.0,43,1013,4.0,248,0,01d,9,2024-10-31,Thursday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-10-31 10:00:00+00:00,159.0,93.0,52.39,174.14,31,30.0,47,1012,4.0,248,0,01d,10,2024-10-31,Thursday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-10-31 11:00:00+00:00,157.0,91.0,52.39,174.14,30,30.0,52,1011,4.0,251,0,01d,11,2024-10-31,Thursday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-10-31 12:00:00+00:00,155.0,88.0,52.39,174.14,29,29.0,59,1011,4.0,256,0,01d,12,2024-10-31,Thursday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-10-31 13:00:00+00:00,154.0,86.0,52.39,174.14,28,28.0,62,1012,4.0,264,0,01n,13,2024-10-31,Thursday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-10-31 14:00:00+00:00,152.0,84.0,52.39,174.14,28,28.0,64,1012,4.0,267,0,01n,14,2024-10-31,Thursday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-10-31 15:00:00+00:00,150.0,81.0,52.39,174.14,28,28.0,66,1013,4.0,269,0,01n,15,2024-10-31,Thursday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-10-31 16:00:00+00:00,148.0,79.0,52.39,174.14,27,27.0,66,1013,4.0,273,0,01n,16,2024-10-31,Thursday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-10-31 17:00:00+00:00,146.0,77.0,52.39,174.14,27,27.0,66,1013,4.0,275,0,01n,17,2024-10-31,Thursday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-10-31 18:00:00+00:00,144.0,74.0,52.39,174.14,27,27.0,67,1013,4.0,277,0,01n,18,2024-10-31,Thursday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-10-31 19:00:00+00:00,142.0,72.0,52.39,174.14,27,27.0,67,1013,4.0,280,0,01n,19,2024-10-31,Thursday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-10-31 20:00:00+00:00,142.0,72.0,52.39,174.14,27,27.0,67,1013,4.0,284,0,01n,20,2024-10-31,Thursday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-10-31 21:00:00+00:00,142.0,72.0,52.39,174.14,26,26.0,68,1012,4.0,289,0,01n,21,2024-10-31,Thursday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-10-31 22:00:00+00:00,142.0,72.0,52.39,174.14,26,26.0,69,1012,4.0,295,0,01n,22,2024-10-31,Thursday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-10-31 23:00:00+00:00,142.0,72.0,52.39,174.14,26,26.0,69,1012,4.0,299,0,01n,23,2024-10-31,Thursday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-01 00:00:00+00:00,102.0,51.0,36.19,91.8,26,26.0,70,1012,4.0,299,0,01n,0,2024-11-01,Friday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-01 01:00:00+00:00,102.0,51.0,36.19,91.8,26,26.0,70,1013,4.0,299,0,01n,1,2024-11-01,Friday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-01 02:00:00+00:00,102.0,51.0,36.19,91.8,26,26.0,70,1013,4.0,297,0,01d,2,2024-11-01,Friday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-01 03:00:00+00:00,102.0,51.0,36.19,91.8,27,27.0,66,1014,4.0,293,0,01d,3,2024-11-01,Friday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-01 04:00:00+00:00,102.0,51.0,36.19,91.8,28,28.0,59,1015,4.0,288,0,01d,4,2024-11-01,Friday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-01 05:00:00+00:00,102.0,51.0,36.19,91.8,29,29.0,53,1015,4.0,283,0,01d,5,2024-11-01,Friday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-01 06:00:00+00:00,102.0,51.0,36.19,91.8,30,30.0,50,1014,4.0,274,0,01d,6,2024-11-01,Friday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-01 07:00:00+00:00,102.0,51.0,36.19,91.8,30,30.0,48,1013,5.0,265,0,01d,7,2024-11-01,Friday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-01 08:00:00+00:00,102.0,51.0,36.19,91.8,30,30.0,48,1012,5.0,262,0,01d,8,2024-11-01,Friday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-01 09:00:00+00:00,102.0,51.0,36.19,91.8,30,30.0,50,1012,6.0,262,0,01d,9,2024-11-01,Friday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-01 10:00:00+00:00,102.0,51.0,36.19,91.8,30,30.0,51,1011,6.0,263,0,01d,10,2024-11-01,Friday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-01 11:00:00+00:00,102.0,51.0,36.19,91.8,30,30.0,53,1011,6.0,265,0,01d,11,2024-11-01,Friday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-01 12:00:00+00:00,102.0,51.0,36.19,91.8,29,29.0,56,1012,5.0,266,0,01d,12,2024-11-01,Friday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-01 13:00:00+00:00,102.0,51.0,36.19,91.8,28,28.0,60,1012,5.0,266,0,01n,13,2024-11-01,Friday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-01 14:00:00+00:00,102.0,51.0,36.19,91.8,28,28.0,63,1013,4.0,265,0,01n,14,2024-11-01,Friday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-01 15:00:00+00:00,102.0,51.0,36.19,91.8,27,27.0,65,1013,4.0,263,0,01n,15,2024-11-01,Friday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-01 16:00:00+00:00,102.0,51.0,36.19,91.8,27,27.0,66,1014,4.0,254,0,01n,16,2024-11-01,Friday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-01 17:00:00+00:00,102.0,51.0,36.19,91.8,27,27.0,67,1013,4.0,245,0,01n,17,2024-11-01,Friday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-01 18:00:00+00:00,102.0,51.0,36.19,91.8,27,27.0,67,1013,4.0,252,0,01n,18,2024-11-01,Friday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-01 19:00:00+00:00,102.0,51.0,36.19,91.8,27,27.0,68,1013,5.0,269,0,01n,19,2024-11-01,Friday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-01 20:00:00+00:00,102.0,51.0,36.19,91.8,27,27.0,68,1013,5.0,280,0,01n,20,2024-11-01,Friday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-01 21:00:00+00:00,102.0,51.0,36.19,91.8,27,27.0,68,1012,5.0,277,0,01n,21,2024-11-01,Friday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-01 22:00:00+00:00,102.0,51.0,36.19,91.8,26,26.0,68,1012,5.0,275,0,01n,22,2024-11-01,Friday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-01 23:00:00+00:00,102.0,51.0,36.19,91.8,26,26.0,69,1012,5.0,274,0,01n,23,2024-11-01,Friday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-02 00:00:00+00:00,81.0,36.0,25.38,61.22,26,26.0,69,1012,5.0,275,0,01n,0,2024-11-02,Saturday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-02 01:00:00+00:00,81.0,36.0,25.38,61.22,26,26.0,70,1012,5.0,276,0,01n,1,2024-11-02,Saturday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-02 02:00:00+00:00,81.0,36.0,25.38,61.22,26,26.0,70,1013,5.0,275,0,01d,2,2024-11-02,Saturday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-02 03:00:00+00:00,81.0,36.0,25.38,61.22,27,27.0,68,1013,5.0,274,0,01d,3,2024-11-02,Saturday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-02 04:00:00+00:00,81.0,36.0,25.38,61.22,28,28.0,65,1014,6.0,273,0,01d,4,2024-11-02,Saturday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-02 05:00:00+00:00,81.0,36.0,25.38,61.22,29,29.0,62,1014,6.0,269,0,01d,5,2024-11-02,Saturday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-02 06:00:00+00:00,81.0,36.0,25.38,61.22,29,29.0,61,1013,6.0,263,0,01d,6,2024-11-02,Saturday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-02 07:00:00+00:00,81.0,36.0,25.38,61.22,29,29.0,60,1012,6.0,261,0,01d,7,2024-11-02,Saturday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-02 08:00:00+00:00,81.0,36.0,25.38,61.22,30,30.0,59,1012,6.0,257,0,01d,8,2024-11-02,Saturday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-02 09:00:00+00:00,81.0,36.0,25.38,61.22,30,30.0,60,1011,6.0,255,0,01d,9,2024-11-02,Saturday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-02 10:00:00+00:00,81.0,36.0,25.38,61.22,29,29.0,60,1010,6.0,254,0,01d,10,2024-11-02,Saturday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-02 11:00:00+00:00,81.0,36.0,25.38,61.22,29,29.0,62,1010,6.0,254,0,01d,11,2024-11-02,Saturday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-02 12:00:00+00:00,81.0,36.0,25.38,61.22,28,28.0,65,1010,5.0,252,0,01d,12,2024-11-02,Saturday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-02 13:00:00+00:00,81.0,36.0,25.38,61.22,28,28.0,69,1011,5.0,250,0,01n,13,2024-11-02,Saturday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-02 14:00:00+00:00,81.0,36.0,25.38,61.22,27,27.0,71,1012,4.0,247,0,01n,14,2024-11-02,Saturday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-02 15:00:00+00:00,81.0,36.0,25.38,61.22,27,27.0,72,1012,4.0,241,0,01n,15,2024-11-02,Saturday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-02 16:00:00+00:00,81.0,36.0,25.38,61.22,27,27.0,73,1013,4.0,242,0,01n,16,2024-11-02,Saturday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-02 17:00:00+00:00,81.0,36.0,25.38,61.22,27,27.0,73,1013,4.0,249,0,01n,17,2024-11-02,Saturday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-02 18:00:00+00:00,81.0,36.0,25.38,61.22,27,27.0,73,1013,5.0,261,0,01n,18,2024-11-02,Saturday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-02 19:00:00+00:00,81.0,36.0,25.38,61.22,27,27.0,74,1013,4.0,266,0,01n,19,2024-11-02,Saturday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-02 20:00:00+00:00,81.0,36.0,25.38,61.22,27,27.0,74,1012,4.0,263,0,01n,20,2024-11-02,Saturday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-02 21:00:00+00:00,81.0,36.0,25.38,61.22,27,27.0,74,1012,4.0,261,0,01n,21,2024-11-02,Saturday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-02 22:00:00+00:00,81.0,36.0,25.38,61.22,26,26.0,75,1011,4.0,262,0,01n,22,2024-11-02,Saturday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-02 23:00:00+00:00,81.0,36.0,25.38,61.22,26,26.0,76,1011,4.0,264,0,01n,23,2024-11-02,Saturday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-03 00:00:00+00:00,61.0,20.0,14.26,41.67,26,26.0,76,1011,3.0,265,0,01n,0,2024-11-03,Sunday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-03 01:00:00+00:00,61.0,20.0,14.26,41.67,26,26.0,77,1012,3.0,267,0,01n,1,2024-11-03,Sunday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-03 02:00:00+00:00,61.0,20.0,14.26,41.67,26,26.0,77,1013,3.0,267,0,01d,2,2024-11-03,Sunday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-03 03:00:00+00:00,61.0,20.0,14.26,41.67,27,27.0,74,1013,3.0,262,0,01d,3,2024-11-03,Sunday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-03 04:00:00+00:00,61.0,20.0,14.26,41.67,27,27.0,71,1013,3.0,260,0,01d,4,2024-11-03,Sunday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-03 05:00:00+00:00,61.0,20.0,14.26,41.67,28,28.0,67,1014,3.0,252,0,01d,5,2024-11-03,Sunday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-03 06:00:00+00:00,61.0,20.0,14.26,41.67,29,29.0,64,1013,4.0,241,0,01d,6,2024-11-03,Sunday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-03 07:00:00+00:00,61.0,20.0,14.26,41.67,29,29.0,62,1012,4.0,236,0,01d,7,2024-11-03,Sunday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-03 08:00:00+00:00,61.0,20.0,14.26,41.67,29,29.0,62,1011,5.0,230,0,01d,8,2024-11-03,Sunday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-03 09:00:00+00:00,61.0,20.0,14.26,41.67,29,29.0,62,1011,5.0,231,0,01d,9,2024-11-03,Sunday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-03 10:00:00+00:00,61.0,20.0,14.26,41.67,29,29.0,63,1010,5.0,234,0,01d,10,2024-11-03,Sunday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-03 11:00:00+00:00,61.0,20.0,14.26,41.67,29,29.0,65,1010,5.0,235,0,01d,11,2024-11-03,Sunday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-03 12:00:00+00:00,61.0,20.0,14.26,41.67,28,28.0,68,1010,4.0,233,0,01d,12,2024-11-03,Sunday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-03 13:00:00+00:00,61.0,20.0,14.26,41.67,28,28.0,72,1011,4.0,234,0,01n,13,2024-11-03,Sunday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-03 14:00:00+00:00,61.0,20.0,14.26,41.67,28,28.0,73,1012,3.0,233,0,01n,14,2024-11-03,Sunday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-03 15:00:00+00:00,61.0,20.0,14.26,41.67,27,27.0,74,1012,3.0,228,0,01n,15,2024-11-03,Sunday,
,Karachi,Sindh,Pakistan,city,67.05294147133827,24.818095393631435,forecast,2024-11-03 16:00:00+00:00,61.0,20.0,14.26,41.67,27,27.0,75,1013,3.0,222,0,01n,16,2024-11-03,Sunday,
